,PCT,Crime,Year,Nbr of Crimes,variable,Neighborhood
17252,107.0,BURGLARY                              ,2009,289.0,0,Flushing
17253,107.0,GRAND LARCENY                         ,2009,479.0,0,Flushing
17254,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,216.0,0,Flushing
17255,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,1349.0,0,Flushing
17256,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,4.0,0,Flushing
17257,107.0,RAPE                                  ,2010,14.0,0,Flushing
17258,107.0,ROBBERY                               ,2010,256.0,0,Flushing
17259,107.0,FELONY ASSAULT                        ,2010,96.0,0,Flushing
17260,107.0,BURGLARY                              ,2010,276.0,0,Flushing
17261,107.0,GRAND LARCENY                         ,2010,447.0,0,Flushing
17262,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,232.0,0,Flushing
17263,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,1325.0,0,Flushing
17264,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,3.0,0,Flushing
17265,107.0,RAPE                                  ,2011,13.0,0,Flushing
17266,107.0,ROBBERY                               ,2011,237.0,0,Flushing
17267,107.0,FELONY ASSAULT                        ,2011,123.0,0,Flushing
17268,107.0,BURGLARY                              ,2011,269.0,0,Flushing
17269,107.0,GRAND LARCENY                         ,2011,432.0,0,Flushing
17270,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,214.0,0,Flushing
17271,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,1291.0,0,Flushing
17272,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,2.0,0,Flushing
17273,107.0,RAPE                                  ,2012,10.0,0,Flushing
17274,107.0,ROBBERY                               ,2012,243.0,0,Flushing
17275,107.0,FELONY ASSAULT                        ,2012,132.0,0,Flushing
17276,107.0,BURGLARY                              ,2012,261.0,0,Flushing
17277,107.0,GRAND LARCENY                         ,2012,465.0,0,Flushing
17278,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,173.0,0,Flushing
17279,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1286.0,0,Flushing
17280,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,1.0,0,Flushing
17281,107.0,RAPE                                  ,2013,7.0,0,Flushing
17282,107.0,ROBBERY                               ,2013,242.0,0,Flushing
17283,107.0,FELONY ASSAULT                        ,2013,138.0,0,Flushing
17284,107.0,BURGLARY                              ,2013,244.0,0,Flushing
17285,107.0,GRAND LARCENY                         ,2013,517.0,0,Flushing
17286,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,149.0,0,Flushing
17287,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1298.0,0,Flushing
17288,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,1.0,0,Flushing
17289,107.0,RAPE                                  ,2014,24.0,0,Flushing
17290,107.0,ROBBERY                               ,2014,192.0,0,Flushing
17291,107.0,FELONY ASSAULT                        ,2014,118.0,0,Flushing
17292,107.0,BURGLARY                              ,2014,172.0,0,Flushing
17293,107.0,GRAND LARCENY                         ,2014,457.0,0,Flushing
17294,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,146.0,0,Flushing
17295,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,1110.0,0,Flushing
17296,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,3.0,0,Flushing
17297,107.0,RAPE                                  ,2015,8.0,0,Flushing
17298,107.0,ROBBERY                               ,2015,212.0,0,Flushing
17299,107.0,FELONY ASSAULT                        ,2015,112.0,0,Flushing
17300,107.0,BURGLARY                              ,2015,151.0,0,Flushing
17301,107.0,GRAND LARCENY                         ,2015,465.0,0,Flushing
17302,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,153.0,0,Flushing
17303,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,1104.0,0,Flushing
17304,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,3.0,0,Flushing
17305,107.0,RAPE                                  ,2016,19.0,0,Flushing
17306,107.0,ROBBERY                               ,2016,176.0,0,Flushing
17307,107.0,FELONY ASSAULT                        ,2016,106.0,0,Flushing
17308,107.0,BURGLARY                              ,2016,187.0,0,Flushing
17309,107.0,GRAND LARCENY                         ,2016,511.0,0,Flushing
17310,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,141.0,0,Flushing
17311,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,1143.0,0,Flushing
17312,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,0.0,0,Flushing
17313,107.0,RAPE                                  ,2017,22.0,0,Flushing
17314,107.0,ROBBERY                               ,2017,170.0,0,Flushing
17315,107.0,FELONY ASSAULT                        ,2017,138.0,0,Flushing
17316,107.0,BURGLARY                              ,2017,186.0,0,Flushing
17317,107.0,GRAND LARCENY                         ,2017,515.0,0,Flushing
17318,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2017,83.0,0,Flushing
17319,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2017,1114.0,0,Flushing
17320,107.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2018,5.0,0,Flushing
17321,107.0,RAPE                                  ,2018,23.0,0,Flushing
17322,107.0,ROBBERY                               ,2018,138.0,0,Flushing
17323,107.0,FELONY ASSAULT                        ,2018,131.0,0,Flushing
17324,107.0,BURGLARY                              ,2018,149.0,0,Flushing
17325,107.0,GRAND LARCENY                         ,2018,539.0,0,Flushing
17326,107.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2018,101.0,0,Flushing
17327,107.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2018,1086.0,0,Flushing
17328,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,2.0,0,Long Island City
17329,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2000,2.0,0,Hunters Point
17330,108.0,RAPE                                  ,2000,21.0,0,Long Island City
17331,108.0,RAPE                                  ,2000,21.0,0,Hunters Point
17332,108.0,ROBBERY                               ,2000,423.0,0,Long Island City
17333,108.0,ROBBERY                               ,2000,423.0,0,Hunters Point
17334,108.0,FELONY ASSAULT                        ,2000,226.0,0,Long Island City
17335,108.0,FELONY ASSAULT                        ,2000,226.0,0,Hunters Point
17336,108.0,BURGLARY                              ,2000,758.0,0,Long Island City
17337,108.0,BURGLARY                              ,2000,758.0,0,Hunters Point
17338,108.0,GRAND LARCENY                         ,2000,562.0,0,Long Island City
17339,108.0,GRAND LARCENY                         ,2000,562.0,0,Hunters Point
17340,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,771.0,0,Long Island City
17341,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2000,771.0,0,Hunters Point
17342,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,2763.0,0,Long Island City
17343,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2000,2763.0,0,Hunters Point
17344,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,3.0,0,Long Island City
17345,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2001,3.0,0,Hunters Point
17346,108.0,RAPE                                  ,2001,17.0,0,Long Island City
17347,108.0,RAPE                                  ,2001,17.0,0,Hunters Point
17348,108.0,ROBBERY                               ,2001,307.0,0,Long Island City
17349,108.0,ROBBERY                               ,2001,307.0,0,Hunters Point
17350,108.0,FELONY ASSAULT                        ,2001,151.0,0,Long Island City
17351,108.0,FELONY ASSAULT                        ,2001,151.0,0,Hunters Point
17352,108.0,BURGLARY                              ,2001,549.0,0,Long Island City
17353,108.0,BURGLARY                              ,2001,549.0,0,Hunters Point
17354,108.0,GRAND LARCENY                         ,2001,580.0,0,Long Island City
17355,108.0,GRAND LARCENY                         ,2001,580.0,0,Hunters Point
17356,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2001,711.0,0,Long Island City
17357,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2001,711.0,0,Hunters Point
17358,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2001,2318.0,0,Long Island City
17359,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2001,2318.0,0,Hunters Point
17360,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2002,8.0,0,Long Island City
17361,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2002,8.0,0,Hunters Point
17362,108.0,RAPE                                  ,2002,10.0,0,Long Island City
17363,108.0,RAPE                                  ,2002,10.0,0,Hunters Point
17364,108.0,ROBBERY                               ,2002,351.0,0,Long Island City
17365,108.0,ROBBERY                               ,2002,351.0,0,Hunters Point
17366,108.0,FELONY ASSAULT                        ,2002,196.0,0,Long Island City
17367,108.0,FELONY ASSAULT                        ,2002,196.0,0,Hunters Point
17368,108.0,BURGLARY                              ,2002,625.0,0,Long Island City
17369,108.0,BURGLARY                              ,2002,625.0,0,Hunters Point
17370,108.0,GRAND LARCENY                         ,2002,659.0,0,Long Island City
17371,108.0,GRAND LARCENY                         ,2002,659.0,0,Hunters Point
17372,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2002,541.0,0,Long Island City
17373,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2002,541.0,0,Hunters Point
17374,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2002,2390.0,0,Long Island City
17375,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2002,2390.0,0,Hunters Point
17376,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2003,3.0,0,Long Island City
17377,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2003,3.0,0,Hunters Point
17378,108.0,RAPE                                  ,2003,24.0,0,Long Island City
17379,108.0,RAPE                                  ,2003,24.0,0,Hunters Point
17380,108.0,ROBBERY                               ,2003,275.0,0,Long Island City
17381,108.0,ROBBERY                               ,2003,275.0,0,Hunters Point
17382,108.0,FELONY ASSAULT                        ,2003,182.0,0,Long Island City
17383,108.0,FELONY ASSAULT                        ,2003,182.0,0,Hunters Point
17384,108.0,BURGLARY                              ,2003,582.0,0,Long Island City
17385,108.0,BURGLARY                              ,2003,582.0,0,Hunters Point
17386,108.0,GRAND LARCENY                         ,2003,587.0,0,Long Island City
17387,108.0,GRAND LARCENY                         ,2003,587.0,0,Hunters Point
17388,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,571.0,0,Long Island City
17389,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2003,571.0,0,Hunters Point
17390,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,2224.0,0,Long Island City
17391,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2003,2224.0,0,Hunters Point
17392,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,2.0,0,Long Island City
17393,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2004,2.0,0,Hunters Point
17394,108.0,RAPE                                  ,2004,12.0,0,Long Island City
17395,108.0,RAPE                                  ,2004,12.0,0,Hunters Point
17396,108.0,ROBBERY                               ,2004,271.0,0,Long Island City
17397,108.0,ROBBERY                               ,2004,271.0,0,Hunters Point
17398,108.0,FELONY ASSAULT                        ,2004,145.0,0,Long Island City
17399,108.0,FELONY ASSAULT                        ,2004,145.0,0,Hunters Point
17400,108.0,BURGLARY                              ,2004,489.0,0,Long Island City
17401,108.0,BURGLARY                              ,2004,489.0,0,Hunters Point
17402,108.0,GRAND LARCENY                         ,2004,594.0,0,Long Island City
17403,108.0,GRAND LARCENY                         ,2004,594.0,0,Hunters Point
17404,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,489.0,0,Long Island City
17405,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2004,489.0,0,Hunters Point
17406,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,2002.0,0,Long Island City
17407,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2004,2002.0,0,Hunters Point
17408,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,8.0,0,Long Island City
17409,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2005,8.0,0,Hunters Point
17410,108.0,RAPE                                  ,2005,27.0,0,Long Island City
17411,108.0,RAPE                                  ,2005,27.0,0,Hunters Point
17412,108.0,ROBBERY                               ,2005,239.0,0,Long Island City
17413,108.0,ROBBERY                               ,2005,239.0,0,Hunters Point
17414,108.0,FELONY ASSAULT                        ,2005,154.0,0,Long Island City
17415,108.0,FELONY ASSAULT                        ,2005,154.0,0,Hunters Point
17416,108.0,BURGLARY                              ,2005,399.0,0,Long Island City
17417,108.0,BURGLARY                              ,2005,399.0,0,Hunters Point
17418,108.0,GRAND LARCENY                         ,2005,501.0,0,Long Island City
17419,108.0,GRAND LARCENY                         ,2005,501.0,0,Hunters Point
17420,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,367.0,0,Long Island City
17421,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2005,367.0,0,Hunters Point
17422,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1695.0,0,Long Island City
17423,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2005,1695.0,0,Hunters Point
17424,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,2.0,0,Long Island City
17425,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2006,2.0,0,Hunters Point
17426,108.0,RAPE                                  ,2006,13.0,0,Long Island City
17427,108.0,RAPE                                  ,2006,13.0,0,Hunters Point
17428,108.0,ROBBERY                               ,2006,178.0,0,Long Island City
17429,108.0,ROBBERY                               ,2006,178.0,0,Hunters Point
17430,108.0,FELONY ASSAULT                        ,2006,163.0,0,Long Island City
17431,108.0,FELONY ASSAULT                        ,2006,163.0,0,Hunters Point
17432,108.0,BURGLARY                              ,2006,398.0,0,Long Island City
17433,108.0,BURGLARY                              ,2006,398.0,0,Hunters Point
17434,108.0,GRAND LARCENY                         ,2006,515.0,0,Long Island City
17435,108.0,GRAND LARCENY                         ,2006,515.0,0,Hunters Point
17436,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,315.0,0,Long Island City
17437,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2006,315.0,0,Hunters Point
17438,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1584.0,0,Long Island City
17439,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2006,1584.0,0,Hunters Point
17440,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,1.0,0,Long Island City
17441,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2007,1.0,0,Hunters Point
17442,108.0,RAPE                                  ,2007,16.0,0,Long Island City
17443,108.0,RAPE                                  ,2007,16.0,0,Hunters Point
17444,108.0,ROBBERY                               ,2007,206.0,0,Long Island City
17445,108.0,ROBBERY                               ,2007,206.0,0,Hunters Point
17446,108.0,FELONY ASSAULT                        ,2007,130.0,0,Long Island City
17447,108.0,FELONY ASSAULT                        ,2007,130.0,0,Hunters Point
17448,108.0,BURGLARY                              ,2007,331.0,0,Long Island City
17449,108.0,BURGLARY                              ,2007,331.0,0,Hunters Point
17450,108.0,GRAND LARCENY                         ,2007,498.0,0,Long Island City
17451,108.0,GRAND LARCENY                         ,2007,498.0,0,Hunters Point
17452,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,261.0,0,Long Island City
17453,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2007,261.0,0,Hunters Point
17454,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1443.0,0,Long Island City
17455,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2007,1443.0,0,Hunters Point
17456,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,3.0,0,Long Island City
17457,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2008,3.0,0,Hunters Point
17458,108.0,RAPE                                  ,2008,9.0,0,Long Island City
17459,108.0,RAPE                                  ,2008,9.0,0,Hunters Point
17460,108.0,ROBBERY                               ,2008,211.0,0,Long Island City
17461,108.0,ROBBERY                               ,2008,211.0,0,Hunters Point
17462,108.0,FELONY ASSAULT                        ,2008,112.0,0,Long Island City
17463,108.0,FELONY ASSAULT                        ,2008,112.0,0,Hunters Point
17464,108.0,BURGLARY                              ,2008,295.0,0,Long Island City
17465,108.0,BURGLARY                              ,2008,295.0,0,Hunters Point
17466,108.0,GRAND LARCENY                         ,2008,516.0,0,Long Island City
17467,108.0,GRAND LARCENY                         ,2008,516.0,0,Hunters Point
17468,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,211.0,0,Long Island City
17469,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2008,211.0,0,Hunters Point
17470,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1357.0,0,Long Island City
17471,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2008,1357.0,0,Hunters Point
17472,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,3.0,0,Long Island City
17473,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2009,3.0,0,Hunters Point
17474,108.0,RAPE                                  ,2009,12.0,0,Long Island City
17475,108.0,RAPE                                  ,2009,12.0,0,Hunters Point
17476,108.0,ROBBERY                               ,2009,163.0,0,Long Island City
17477,108.0,ROBBERY                               ,2009,163.0,0,Hunters Point
17478,108.0,FELONY ASSAULT                        ,2009,98.0,0,Long Island City
17479,108.0,FELONY ASSAULT                        ,2009,98.0,0,Hunters Point
17480,108.0,BURGLARY                              ,2009,264.0,0,Long Island City
17481,108.0,BURGLARY                              ,2009,264.0,0,Hunters Point
17482,108.0,GRAND LARCENY                         ,2009,488.0,0,Long Island City
17483,108.0,GRAND LARCENY                         ,2009,488.0,0,Hunters Point
17484,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,190.0,0,Long Island City
17485,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2009,190.0,0,Hunters Point
17486,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,1218.0,0,Long Island City
17487,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2009,1218.0,0,Hunters Point
17488,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,2.0,0,Long Island City
17489,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2010,2.0,0,Hunters Point
17490,108.0,RAPE                                  ,2010,17.0,0,Long Island City
17491,108.0,RAPE                                  ,2010,17.0,0,Hunters Point
17492,108.0,ROBBERY                               ,2010,195.0,0,Long Island City
17493,108.0,ROBBERY                               ,2010,195.0,0,Hunters Point
17494,108.0,FELONY ASSAULT                        ,2010,130.0,0,Long Island City
17495,108.0,FELONY ASSAULT                        ,2010,130.0,0,Hunters Point
17496,108.0,BURGLARY                              ,2010,256.0,0,Long Island City
17497,108.0,BURGLARY                              ,2010,256.0,0,Hunters Point
17498,108.0,GRAND LARCENY                         ,2010,456.0,0,Long Island City
17499,108.0,GRAND LARCENY                         ,2010,456.0,0,Hunters Point
17500,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,198.0,0,Long Island City
17501,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2010,198.0,0,Hunters Point
17502,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,1254.0,0,Long Island City
17503,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2010,1254.0,0,Hunters Point
17504,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,2.0,0,Long Island City
17505,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2011,2.0,0,Hunters Point
17506,108.0,RAPE                                  ,2011,11.0,0,Long Island City
17507,108.0,RAPE                                  ,2011,11.0,0,Hunters Point
17508,108.0,ROBBERY                               ,2011,155.0,0,Long Island City
17509,108.0,ROBBERY                               ,2011,155.0,0,Hunters Point
17510,108.0,FELONY ASSAULT                        ,2011,121.0,0,Long Island City
17511,108.0,FELONY ASSAULT                        ,2011,121.0,0,Hunters Point
17512,108.0,BURGLARY                              ,2011,291.0,0,Long Island City
17513,108.0,BURGLARY                              ,2011,291.0,0,Hunters Point
17514,108.0,GRAND LARCENY                         ,2011,506.0,0,Long Island City
17515,108.0,GRAND LARCENY                         ,2011,506.0,0,Hunters Point
17516,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,181.0,0,Long Island City
17517,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2011,181.0,0,Hunters Point
17518,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,1267.0,0,Long Island City
17519,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2011,1267.0,0,Hunters Point
17520,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,4.0,0,Long Island City
17521,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2012,4.0,0,Hunters Point
17522,108.0,RAPE                                  ,2012,16.0,0,Long Island City
17523,108.0,RAPE                                  ,2012,16.0,0,Hunters Point
17524,108.0,ROBBERY                               ,2012,191.0,0,Long Island City
17525,108.0,ROBBERY                               ,2012,191.0,0,Hunters Point
17526,108.0,FELONY ASSAULT                        ,2012,143.0,0,Long Island City
17527,108.0,FELONY ASSAULT                        ,2012,143.0,0,Hunters Point
17528,108.0,BURGLARY                              ,2012,244.0,0,Long Island City
17529,108.0,BURGLARY                              ,2012,244.0,0,Hunters Point
17530,108.0,GRAND LARCENY                         ,2012,463.0,0,Long Island City
17531,108.0,GRAND LARCENY                         ,2012,463.0,0,Hunters Point
17532,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,136.0,0,Long Island City
17533,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2012,136.0,0,Hunters Point
17534,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1197.0,0,Long Island City
17535,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2012,1197.0,0,Hunters Point
17536,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,4.0,0,Long Island City
17537,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2013,4.0,0,Hunters Point
17538,108.0,RAPE                                  ,2013,15.0,0,Long Island City
17539,108.0,RAPE                                  ,2013,15.0,0,Hunters Point
17540,108.0,ROBBERY                               ,2013,160.0,0,Long Island City
17541,108.0,ROBBERY                               ,2013,160.0,0,Hunters Point
17542,108.0,FELONY ASSAULT                        ,2013,171.0,0,Long Island City
17543,108.0,FELONY ASSAULT                        ,2013,171.0,0,Hunters Point
17544,108.0,BURGLARY                              ,2013,244.0,0,Long Island City
17545,108.0,BURGLARY                              ,2013,244.0,0,Hunters Point
17546,108.0,GRAND LARCENY                         ,2013,572.0,0,Long Island City
17547,108.0,GRAND LARCENY                         ,2013,572.0,0,Hunters Point
17548,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,166.0,0,Long Island City
17549,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2013,166.0,0,Hunters Point
17550,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1332.0,0,Long Island City
17551,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2013,1332.0,0,Hunters Point
17552,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,2.0,0,Long Island City
17553,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2014,2.0,0,Hunters Point
17554,108.0,RAPE                                  ,2014,15.0,0,Long Island City
17555,108.0,RAPE                                  ,2014,15.0,0,Hunters Point
17556,108.0,ROBBERY                               ,2014,157.0,0,Long Island City
17557,108.0,ROBBERY                               ,2014,157.0,0,Hunters Point
17558,108.0,FELONY ASSAULT                        ,2014,169.0,0,Long Island City
17559,108.0,FELONY ASSAULT                        ,2014,169.0,0,Hunters Point
17560,108.0,BURGLARY                              ,2014,229.0,0,Long Island City
17561,108.0,BURGLARY                              ,2014,229.0,0,Hunters Point
17562,108.0,GRAND LARCENY                         ,2014,563.0,0,Long Island City
17563,108.0,GRAND LARCENY                         ,2014,563.0,0,Hunters Point
17564,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,143.0,0,Long Island City
17565,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2014,143.0,0,Hunters Point
17566,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,1278.0,0,Long Island City
17567,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2014,1278.0,0,Hunters Point
17568,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,2.0,0,Long Island City
17569,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2015,2.0,0,Hunters Point
17570,108.0,RAPE                                  ,2015,17.0,0,Long Island City
17571,108.0,RAPE                                  ,2015,17.0,0,Hunters Point
17572,108.0,ROBBERY                               ,2015,120.0,0,Long Island City
17573,108.0,ROBBERY                               ,2015,120.0,0,Hunters Point
17574,108.0,FELONY ASSAULT                        ,2015,154.0,0,Long Island City
17575,108.0,FELONY ASSAULT                        ,2015,154.0,0,Hunters Point
17576,108.0,BURGLARY                              ,2015,204.0,0,Long Island City
17577,108.0,BURGLARY                              ,2015,204.0,0,Hunters Point
17578,108.0,GRAND LARCENY                         ,2015,459.0,0,Long Island City
17579,108.0,GRAND LARCENY                         ,2015,459.0,0,Hunters Point
17580,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,149.0,0,Long Island City
17581,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2015,149.0,0,Hunters Point
17582,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,1105.0,0,Long Island City
17583,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2015,1105.0,0,Hunters Point
17584,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,3.0,0,Long Island City
17585,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2016,3.0,0,Hunters Point
17586,108.0,RAPE                                  ,2016,16.0,0,Long Island City
17587,108.0,RAPE                                  ,2016,16.0,0,Hunters Point
17588,108.0,ROBBERY                               ,2016,103.0,0,Long Island City
17589,108.0,ROBBERY                               ,2016,103.0,0,Hunters Point
17590,108.0,FELONY ASSAULT                        ,2016,137.0,0,Long Island City
17591,108.0,FELONY ASSAULT                        ,2016,137.0,0,Hunters Point
17592,108.0,BURGLARY                              ,2016,149.0,0,Long Island City
17593,108.0,BURGLARY                              ,2016,149.0,0,Hunters Point
17594,108.0,GRAND LARCENY                         ,2016,538.0,0,Long Island City
17595,108.0,GRAND LARCENY                         ,2016,538.0,0,Hunters Point
17596,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,117.0,0,Long Island City
17597,108.0,GRAND LARCENY OF MOTOR VEHICLE                                  ,2016,117.0,0,Hunters Point
17598,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,1063.0,0,Long Island City
17599,108.0,TOTAL SEVEN MAJOR FELONY OFFENSES,2016,1063.0,0,Hunters Point
17600,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,0.0,0,Long Island City
17601,108.0,MURDER & NON NEGL. MANSLAUGHTER                                ,2017,0.0,0,Hunters Point
17602,108.0,RAPE                                  ,2017,11.0,0,Long Island City
17603,108.0,RAPE                                  ,2017,11.0,0,Hunters Point
17604,108.0,ROBBERY                               ,2017,100.0,0,Long Island City
17605,108.0,ROBBERY                               ,2017,100.0,0,Hunters Point
17606,108.0,FELONY ASSAULT                        ,2017,155.0,0,Long Island City
17607,108.0,FELONY ASSAULT                        ,2017,155.0,0,Hunters Point
